"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","학교특성","분교여부","설립유형","주야구분","개교기념일","설립일","법정동코드","주소내역","상세주소내역","우편번호","학교도로명 우편번호","학교도로명 주소","학교도로명 상세주소","위도","경도","전화번호","팩스번호","홈페이지 주소","남녀공학 구분","폐교여부","폐교일자","휴교여부"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000719","봉남초등학교","02","공립","","N","단설","주간","19250420","19250420","5221043024","전북특별자치도 김제시 봉남면 신호리","263번지.","576952","54355","전북특별자치도 김제시 봉남면 조양1길 11","(봉남면,봉남초등학교)","35.7638116587","126.9521849492","063-543-8601","063-543-3908","http://school.jbedu.kr/bongnam","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000720","부용초등학교","02","공립","","N","단설","주간","19200921","19200921","5221035021","전북특별자치도 김제시 백구면 월봉리","57-2.","576914","54331","전북특별자치도 김제시 백구면 황토로 1030","(백구면, 부용 초등학교)","35.8769864681","126.9519309934","063-542-2038","063-545-3332","http://buyong.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000721","비룡초등학교","02","공립","","N","단설","주간","19630510","19630510","5221034030","전라북도 김제시 용지면 신정리","140-82.","576973","54333","전북특별자치도 김제시 용지면 금백로 845-7","비룡초등학교","35.8440349369","126.9894931297","063-542-4213","063-542-4215","http://www.biryong.es.kr","남녀공학","Y","20260301","N"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000722","성덕초등학교","02","공립","","N","단설","주간","19300715","19300715","5221040021","전라북도 김제시 성덕면 석동리","123.","576843","54315","전북특별자치도 김제시 성덕면 대석로 75","성덕초등학교","35.8197421472","126.807632047","063-543-7501","063-543-3928","http://www.kimje-sd.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000726","심창초등학교","02","공립","","N","병설","주간","19400506","19400506","5221041025","전라북도 김제시 진봉면 심포리","433.","576874","54300","전북특별자치도 김제시 진봉면 지평선로 1295","심창초등학교","35.8579047278","126.721119019","063-543-3168","063-543-2439","https://school.jbedu.kr/simchang","남녀공학","Y","20250228","N"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000727","용동초등학교","02","공립","","N","단설","주간","19500420","19500420","5221034032","전북특별자치도 김제시 용지면 장신리","280.","576974","54333","전북특별자치도 김제시 용지면 용덕길 36","(용지면, 용동초등학교)","35.8543493397","127.0029226433","063-542-3024","063-544-3025","http://www.jb-yongdong.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000729","용지초등학교","02","공립","","N","단설","주간","19280610","19280610","5221034021","전북특별자치도 김제시 용지면 구암리","138.","576971","54332","전북특별자치도 김제시 용지면 용지로 462",", 용지초등학교 (용지면, 용지초등학교)","35.8540247551","126.9578919686","063-542-3666","063-543-3909","https://school.jbedu.kr/jb-yongji","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000730","원평초등학교","02","공립","","N","단설","주간","19151002","19151002","5221045021","전라북도 김제시 금산면 성계리","680-2.","576964","54347","전북특별자치도 김제시 금산면 원평로 101","원평초등학교","35.7185644604","126.9931478808","063-543-0811","063-543-3940","http://jb-wonpyong.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000731","화율초등학교","02","공립","","N","단설","주간","19440513","19440330","5221045026","전북특별자치도 김제시 금산면 금성리","46.","576963","54344","전북특별자치도 김제시 금산면 수류로 587","(금산면, 화율초등학교)","35.6879606227","127.0423078204","063-543-0355","063-543-0346","www.hwayul.es.kr","남녀공학","Y","20240229","N"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000732","월성초등학교","02","공립","","N","단설","주간","19480603","19480513","5221011500","전북특별자치도 김제시 월성동","139-7.","576190","54363","전북특별자치도 김제시 봉황로 1020","(월성동, 월성초등학교)","35.7597911925","126.9099045758","063-548-4728","063-548-4729","http://www.wolsng.es.kr/","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000733","월촌초등학교","02","공립","","N","병설","주간","19240518","19240518","5221012000","전북 김제시 입석동","469.","576300","54416","전북특별자치도 김제시 입석7길 119","월촌초등학교","35.7891843383","126.8680531585","063-544-0433","063-547-3640","http://jb-wolchon.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000734","종정초등학교","02","공립","","N","단설","주간","19390509","19390509","5221033025","전북특별자치도 김제시 백산면 상정리","815-2.","576882","54324","전북특별자치도 김제시 백산면 종정1길 143","(백산면,종정초등학교)","35.8521490652","126.9053267006","063-546-8363","063-547-4249","http://jongjeong.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000736","죽산초등학교","02","공립","","N","단설","주간","19240417","19240417","5221032021","전북 김제시 죽산면 죽산리","498-1.","576832","54419","전북특별자치도 김제시 죽산면 죽산2길 13","죽산초등학교","35.7732175596","126.8159501936","063-546-3302","063-546-3304","http://jb-juksan.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000737","진봉초등학교","02","공립","","N","단설","주간","19240401","19230515","5221041024","전라북도 김제시 진봉면 상궐리","76-12.","576873","54303","전북특별자치도 김제시 진봉면 진봉로 302","진봉초등학교","35.8472862866","126.78323011","063-543-3013","063-543-3917","www.jinbong.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000738","청운초등학교","02","공립","","N","단설","주간","19430419","19430419","5221042030","전북특별자치도 김제시 금구면 청운리","198.","576942","54338","전북특별자치도 김제시 금구면 황토로 168-30",", 청운초등학교 (금구면)","35.8104785118","126.9831509395","063-546-5177","063-547-9235","www.chung-un.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000740","청하초등학교","02","공립","","N","병설","주간","19201008","19201008","5221039023","전라북도 김제시 청하면 대청리","224번지.","576892","54311","전북특별자치도 김제시 청하면 대청4길 25","청하초등학교","35.8929484451","126.8590558635","063-543-1067","063-543-5569","https://school.jbedu.kr/cheong-ha","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000741","초처초등학교","02","공립","","N","단설","주간","19390505","19390505","5221043029","전북특별자치도 김제시 봉남면 신응리","123.","576953","54359","전북특별자치도 김제시 봉남면 초처로 233","(봉남면,초처초등학교)","35.7387663977","126.9549370454","063-543-8062","063-543-5389","http://choche0123.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000742","치문초등학교","02","공립","","N","단설","주간","19080415","19080415","5221035023","전라북도 김제시 백구면 유강리","130.","576913","54327","전북특별자치도 김제시 백구면 유강11길 43","치문초등학교","35.9063887422","126.9362225364","063-542-2085","063-544-7622","http://chimun.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000743","황강초등학교","02","공립","","N","병설","주간","19490905","19490905","5221038021","전라북도 김제시 공덕면 마현리","448.","576922","54321","전북특별자치도 김제시 공덕면 유강4길 94","황강초등학교","35.8760531853","126.9246638379","063-542-6201","063-544-7615","https://school.jbedu.kr/hg","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도김제교육지원청","전북특별자치도 김제시","S130000744","황산초등학교","02","공립","","N","병설","주간","19350510","19350427","5221044021","전라북도 김제시 황산면 봉월리","527.","576932","54353","전북특별자치도 김제시 황산면 용마로 75","황산초등학교","35.7962157667","126.9437668565","063-546-4006","063-547-7534","www.hwangsan.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000805","남원교룡초등학교","02","공립","","N","단설","주간","19930316","19930316","5219011100","전라북도 남원시 향교동","740-2.","590020","55741","전북특별자치도 남원시 광천남길 654","남원교룡초등학교","35.417019388","127.3789267661","063-626-2141","063-626-2143","https://school.jbedu.kr/kyoryong/","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000806","금지동초등학교","02","공립","","N","단설","주간","19470322","19470322","5219035021","전북특별자치도 남원시 금지면 옹정리","815.","55784","55784","전북특별자치도 남원시 금지면 금지순환길 888-10","(금지면,금지동초등학교)","35.3565631798","127.2989794169","063-635-1035","063-635-4714","http://www.gjd.es.kr/","남녀공학","Y","20260301","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000807","금지초등학교","02","공립","","N","병설","주간","19210705","19210705","5219035025","전라북도 남원시 금지면 택내리","37-2.","590952","55786","전북특별자치도 남원시 금지면 택내길 36-37","금지초등학교","35.3334539654","127.2934893387","063-631-7036","063-631-7713","http://kumji.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000809","남원노암초등학교","02","공립","","N","단설","주간","19691029","19700302","5219012100","전라북도 남원시 노암동","270번지(여수길26).","590090","55798","전북특별자치도 남원시 여수길 14","남원노암초등학교","35.3958552592","127.3758556966","063-626-7669","063-631-2940","https://school.jbedu.kr/noam","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000810","남원도통초등학교","02","공립","","N","단설","주간","20020301","20020301","5219011600","전북특별자치도 남원시 도통동","613.","590190","55758","전북특별자치도 남원시 대교2길 22","(도통동, 남원도통초등학교)","35.413694779","127.3948579971","063-630-7070","063-630-7099","http://dotong.es.kr/","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000813","산내초등학교","02","공립","","N","병설","주간","19220901","19220901","5219046023","전라북도 남원시 산내면 대정리","649 (대정길99).","590851","55804","전북특별자치도 남원시 산내면 대정길 99","산내초등학교","35.4200236023","127.6270986853","063-636-3024","063-636-3760","www.nwsannae.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000814","남원서원초등학교","02","공립","","N","병설","주간","19700202","19680930","5219037022","전라북도 남원시 대산면 수덕리","20.","590970","55779","전북특별자치도 남원시 대산면 남문로 109","남원서원초등학교","35.4051935399","127.344193714","063-625-3153","063-631-3852","http://nwswon.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000817","남원왕치초등학교","02","공립","","N","단설","주간","19420527","19420527","5219011200","전라북도 남원시 용정동","110.","590180","55727","전북특별자치도 남원시 박달길 37","남원왕치초등학교","35.4341046401","127.382372281","063-625-9664","063-631-3823","http://wangchi.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000818","남원월락초등학교","02","공립","","N","단설","주간","19500710","19500710","5219011700","전라북도 남원시 월락동","산 6.","590200","55735","전북특별자치도 남원시 용성로 321","남원월락초등학교","35.4237963617","127.4036855028","063-632-8980","063-631-0469","https://school.jbedu.kr/weolrak","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000819","남원중앙초등학교","02","공립","","N","병설","주간","19620910","19620910","5219011600","전라북도 남원시 도통동","374.","590190","55759","전북특별자치도 남원시 동림로 36","남원중앙초등학교","35.41279196","127.3897714629","063-625-3893","063-631-2719","www.nwja.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000820","남원초등학교","02","공립","","N","단설","주간","19451110","19451110","5219010600","전라북도 남원시 금동 282~400","343-1.","590981","55777","전북특별자치도 남원시 가방뜰길 18","남원초등학교","35.4024952688","127.3738213346","063-630-8805","063-630-8899","http://namwon.es.kr/","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000822","대강초등학교","02","공립","","N","병설","주간","19250501","19250501","5219036028","전북특별자치도 남원시 대강면 사석리","732-4번지.","590961","55788","전북특별자치도 남원시 대강면 섬진로 852","(대강면, 대강초등학교)","35.3464958959","127.228507127","063-626-6556","063-626-6558","http://daekang.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000823","남원대산초등학교","02","공립","","N","단설","주간","19280620","19280430","5219037026","전라북도 남원시 대산면 운교리","178.","590970","55779","전북특별자치도 남원시 대산면 운교1길 10","남원대산초등학교","35.4318376219","127.3268986057","063-625-0233","063-625-0231","https://school.jbedu.kr/nwds","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000824","덕과초등학교","02","공립","","N","단설","주간","19400427","19400427","5219039024","전라북도 남원시 덕과면 고정리","511.","590910","55700","전북특별자치도 남원시 덕과면 덕오로 298","덕과초등학교","35.5139968828","127.3538644218","063-626-2106","063-626-4722","deokgwa.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000827","보절초등학교","02","공립","","N","단설","주간","19220501","19220501","5219040025","전라북도 남원시 보절면 신파리","904 번지.","590880","55706","전북특별자치도 남원시 보절면 신흥2길 5","보절초등학교","35.5138394837","127.4007316662","063-634-4049","063-631-4725","www.bojeol.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000829","사매초등학교","02","공립","","N","병설","주간","19210707","19210707","5219038027","전라북도 남원시 사매면 오신리","618.","590892","55702","전북특별자치도 남원시 사매면 오신2길 7번지","사매초등학교","35.4999376354","127.3608081472","063-634-8008","063-631-4723","https://school.jbedu.kr/samae","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000830","산동초등학교","02","공립","","N","병설","주간","19200401","19200401","5219041024","전북특별자치도 남원시 산동면 태평리","138.","590872","55708","전북특별자치도 남원시 산동면 요천로 2929","(산동면, 산동초등학교)","35.4928772382","127.4774529031","063-626-1383","063-626-4715","https://school.jbedu.kr/jb-sandong","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000831","송동초등학교","02","공립","","N","병설","주간","19330610","19330610","5219033021","전북특별자치도 남원시 송동면 송기리","71.","590932","55793","전북특별자치도 남원시 송동면 노송로 624-6","(송동면, 송동초등학교)","35.3551218566","127.3357472234","063-634-6442","063-631-4721","www.songd.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000832","수지초등학교","02","공립","","N","단설","주간","19230523","19220728","5219032025","전라북도 남원시 수지면 호곡리","800.","590921","55791","전북특별자치도 남원시 수지면 내호곡3길 21","수지초등학교","35.3371158575","127.3741843715","063-626-1414","063-626-1413","www.nwsuji.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000833","아영초등학교","02","공립","","N","단설","주간","19290626","19290626","5219045025","전라북도 남원시 아영면 청계리","42-3.","590860","55712","전북특별자치도 남원시 아영면 고인청계길 15","아영초등학교","35.505710624","127.6097205326","063-626-7007","063-626-7009","http://www.ayung.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000834","오동초등학교","02","공립","","N","병설","주간","19570425","19570425","5219042022","전라북도 남원시 이백면 척문리","425.","590823","55723","전북특별자치도 남원시 이백면 이백로 147","오동초등학교","35.4270533697","127.4232630179","063-626-9557","063-631-3938","http://www.odong-e.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000835","남원용성초등학교","02","공립","","N","병설","주간","19060601","19060601","5219010100","전북특별자치도 남원시 동충동","192-4.","590010","55762","전북특별자치도 남원시 용성로 29","(동충동,남원용성초등학교)","35.410198855","127.3798768818","063-631-1212","063-631-1854","http://www.nwys.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000837","운봉초등학교","02","공립","","N","병설","주간","19070823","19070823","5219025029","전라북도 남원시 운봉읍 서천리","65-4.","590834","55718","전북특별자치도 남원시 운봉읍 운봉로 725","운봉초등학교","35.4410304077","127.5326705352","063-634-0020","063-631-4726","https://school.jbedu.kr/unbong-e","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000840","원천초등학교","02","공립","","N","단설","주간","19500710","19500710","5219031026","전북특별자치도 남원시 주천면 장안리","253.","590810","55802","전북특별자치도 남원시 주천면 외평2길 23",", 원천초등학교 (주천면)","35.3884553077","127.4453736203","063-625-8305","063-626-4704","http://www.jb-wonchon.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000841","이백초등학교","02","공립","","N","단설","주간","19330401","19330401","5219042028","전북특별자치도 남원시 이백면 평촌리","107.","590822","55722","전북특별자치도 남원시 이백면 평촌길 30",", 이백초등학교 (이백면)","35.4297575941","127.460616994","063-635-2919","063-635-4702","www.eback.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000842","인월초등학교","02","공립","","N","병설","주간","19250424","19250424","5219047023","전북특별자치도 남원시 인월면 서무리","688-14.","590843","55715","전북특별자치도 남원시 인월면 인월1길 55",", 인월초등학교 (인월면, 인월초등학교)","35.4638374463","127.601626598","063-636-5494","063-636-5731","www.inwol.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도남원교육지원청","전북특별자치도 남원시","S130000845","주생초등학교","02","공립","","N","병설","주간","19290617","19290617","5219034023","전라북도 남원시 주생면 지당리","480-9.","590940","55782","전북특별자치도 남원시 주생면 소지길 21-5","주생초등학교","35.3831185386","127.3259535547","063-631-8932","063-631-8706","jusaeng.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도무주교육지원청","전북특별자치도 무주군","S130000893","괴목초등학교","02","공립","","N","병설","주간","19430501","19430501","5273033027","전북특별자치도 무주군 적상면 포내리","803.","568833","55529","전북특별자치도 무주군 적상면 괴목로 536-4",", 괴목초등학교 (적상면, 괴목초등학교)","35.9467155909","127.7160706215","063-324-3617","063-324-1510","http://mujugm.es.kr/","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도무주교육지원청","전북특별자치도 무주군","S130000894","구천초등학교","02","공립","","N","병설","주간","19340416","19340416","5273032030","전라북도 무주군 설천면 삼공리","314.","568814","55557","전북특별자치도 무주군 설천면 구천동로 898","구천초등학교","35.9091610005","127.7771936659","063-322-3065","063-322-3261","http://gucheon.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도무주교육지원청","전북특별자치도 무주군","S130000897","무주중앙초등학교","02","공립","","N","단설","주간","19670302","19670302","5273025021","전라북도 무주군 무주읍 읍내리","416.","568805","55519","전북특별자치도 무주군 무주읍 향학로 87","무주중앙초등학교","36.0126070371","127.6642265553","063-322-2419","063-324-2479","mujuja.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도무주교육지원청","전북특별자치도 무주군","S130000898","무주초등학교","02","공립","","N","단설","주간","19090903","19090903","5273025021","전라북도 무주군 무주읍 읍내리","343번지.","568805","55519","전북특별자치도 무주군 무주읍 향한로 43","무주초등학교","36.010785355","127.6605330921","063-322-2505","063-324-2505","http://muju.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도무주교육지원청","전북특별자치도 무주군","S130000899","무풍초등학교","02","공립","","N","단설","주간","19230624","19230624","5273031021","전라북도 무주군 무풍면","현내리 631.","568820","55559","전북특별자치도 무주군 무풍면 대덕산로 926","무풍초등학교","35.9673532388","127.8476454459","063-324-4405","063-324-5049","https://school.jbedu.kr/mupung","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도무주교육지원청","전북특별자치도 무주군","S130000900","부남초등학교","02","공립","","N","단설","주간","19220601","19220601","5273035022","전라북도 무주군 부남면 대소리","505.","568850","55503","전북특별자치도 무주군 부남면 대소길 10","부남초등학교","35.9732283531","127.5594259493","063-322-0029","063-322-6712","http://bunam.ms.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도무주교육지원청","전북특별자치도 무주군","S130000901","부당초등학교","02","공립","","N","병설","주간","19460531","19460531","5273035026","전북특별자치도 무주군 부남면 가당리","448-2.","568851","55500","전북특별자치도 무주군 부남면 부남로 1785",", 부당초등학교 (부남면, 부당초등학교)","36.0154548575","127.5801485174","063-322-0144","063-322-5111","http://www.budang.es.kr","남녀공학","Y","20260301","N"
"전북특별자치도교육청","전북특별자치도무주교육지원청","전북특별자치도 무주군","S130000903","설천초등학교","02","공립","","N","병설","주간","19260501","19260501","5273032024","전라북도 무주군 설천면 소천리","900.","568816","55549","전북특별자치도 무주군 설천면 무설로 1599","설천초등학교","36.0092177407","127.7888716604","063-324-7005","063-324-6678","seolcheon.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도무주교육지원청","전북특별자치도 무주군","S130000904","안성초등학교","02","공립","","N","병설","주간","19190701","19190701","5273034021","전라북도 무주군 안성면 장기리","1309.","568845","55540","전북특별자치도 무주군 안성면 칠연로 58","안성초등학교","35.8656890253","127.6551239918","063-323-2013","063-323-0316","http://ansung.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도무주교육지원청","전북특별자치도 무주군","S130000905","적상초등학교","02","공립","","N","병설","주간","19230520","19230520","5273033021","전라북도 무주군 적상면 사산리","1200.","568834","55531","전북특별자치도 무주군 적상면 삼가로 16","적상초등학교","35.9321188801","127.6559198536","063-324-6007","063-324-5590","https://school.jbedu.kr/jeoksang","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000934","격포초등학교","02","공립","","N","병설","주간","19460401","19460401","5280036022","전라북도 부안군 변산면 격포리","271-53.","579851","56337","전북특별자치도 부안군 변산면 격포윗길 11","격포초등학교","35.6260889122","126.4743088857","063-582-8613","063-584-6781","kyokpo.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000935","계화초등학교","02","공립","","N","단설","주간","19420601","19420601","5280034021","전북특별자치도 부안군 계화면 계화리","233.","579821","56300","전북특별자치도 부안군 계화면 계화로 475","(계화면, 계화초등학교)","35.7858561153","126.6378245409","063-582-1333","063-582-9855","http://kyehwacho.es.kr/","남녀공학","Y","20240229","N"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000937","곰소초등학교","02","공립","","N","단설","주간","19640515","19640515","5280037021","전라북도 부안군 진서면 진서리","1047번지.","579893","56345","전북특별자치도 부안군 진서면 작도길 7","곰소초등학교","35.5959995078","126.5997861548","063-582-7029","063-584-9891","http://gomso.es.kr/","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000941","동북초등학교","02","공립","","N","단설","주간","19670401","19670401","5280032027","전북특별자치도 부안군 동진면 본덕리","265-4.","579810","56302","전북특별자치도 부안군 동진면 제전길 63","(동진면, 동북초등학교)","35.7755522427","126.7309933711","063-582-5291","063-583-4842","http://www.jb-dongbukcho.es.kr/","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000944","동진초등학교","02","공립","","N","병설","주간","19300701","19300701","5280032021","전북특별자치도 부안군 동진면 봉황리","212-3.","579811","56303","전북특별자치도 부안군 동진면 동진로 145","(동진면, 동진초등학교)","35.7536244355","126.7433665656","063-583-5026","063-582-9174","http://www.dongjn.es.kr/","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000946","백련초등학교","02","공립","","N","단설","주간","19470401","19470401","5280040024","전북특별자치도 부안군 하서면 백련리","555.","579840","56332","전북특별자치도 부안군 하서면 변산로 1203","(하서면, 백련초등학교)","35.7079816154","126.6008714445","063-582-4157","063-584-4427","paekryeon.es.kr","남녀공학","Y","20240229","N"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000947","백룡초등학교","02","공립","","N","단설","주간","19600401","19600401","5280038022","전라북도 부안군 백산면 용계리","74.","579934","56321","전북특별자치도 부안군 백산면 시기길 15","백룡초등학교","35.7186072823","126.8109787741","063-581-1999","063-584-7147","http://baekryong.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000948","백산초등학교","02","공립","","N","단설","주간","19230601","19230601","5280038028","전라북도 부안군 백산면 평교리","212-1.","579930","56323","전북특별자치도 부안군 백산면 백산로 306-7","백산초등학교","35.7016361472","126.7881774223","063-581-8602","063-581-8606","http://jb-baeksan.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000949","변산초등학교","02","공립","","N","병설","주간","19340510","19340510","5280036025","전라북도 부안군 변산면 지서리","383-2.","579856","56342","전북특별자치도 부안군 변산면 지서1길 11","변산초등학교","35.663229662","126.5285391571","063-582-8026","063-584-1557","http://school.jbedu.kr/byunsan","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000951","보안초등학교","02","공립","","N","","주간","","","5280035027","전북특별자치도 부안군 보안면 하입석리","573-2.","579872","","","","","","063-583-8894","063-583-8896","www.boan.es.kr","","Y","20100228","N"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000952","부안남초등학교","02","공립","","N","단설","주간","19560410","19560410","5280025028","전북특별자치도 부안군 부안읍 연곡리","398-4.","579804","56318","전북특별자치도 부안군 부안읍 연곡로 7",", 부안남초등학교 (부안읍)","35.7018719363","126.7343791383","063-584-3289","063-584-1474","http://www.buannam.es.kr","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000953","부안동초등학교","02","공립","","N","단설","주간","19530601","19530601","5280025024","전라북도 부안군 부안읍 봉덕리","446.","579805","56318","전북특별자치도 부안군 부안읍 석정로 313","부안동초등학교","35.71748786","126.7386993441","063-580-7777","063-584-5143","https://school.jbedu.kr/buandong","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000954","부안초등학교","02","공립","","N","단설","주간","19120501","19120501","5280025021","전라북도 부안군 부안읍 동중리","173-3.","579803","56308","전북특별자치도 부안군 부안읍 부풍로 29","부안초등학교","35.7291897191","126.7336473823","063-580-6600","063-583-0887","https://school.jbedu.kr/buani","남녀공학","N","","N"
"전북특별자치도교육청","전북특별자치도부안교육지원청","전북특별자치도 부안군","S130000955","상서초등학교","02","공립","","N","단설","주간","19220322","19220322","5280039000","전북 부안군 상서면 통정리","416-2.","579863","56333","전북특별자치도 부안군 상서면 고인돌로 314","상서초등학교","35.7077261935","126.6584577003","063-581-8423","063-581-8426","http://www.sangseo.es.kr","남녀공학","Y","20260301","N"
